Name,Date,Review,Helpful_to,Title,Rating
Hema Shetty , 25 November 2019,Oneplus has nailed it with specs they always had a great software the camera does it's job very well. Plus a fast charger is a bonus. The only disappointment was the battery life. For heavy users you need to charge at least twice a day for normal usage it will last a full day. One other small issue is the camera bump- not sure why they designed the cameras in the circular module. If you can live with these two issues and have a budget of around 40K then this is a great choice.,One,Great phone - but for battery,4.0
Srinivasan JV, 7 October 2019,Amazing smartphone. Super fast charger. Battery percentage reached 77% from 15% only in 26 mins. Thanks to Warp charging.The phone is super fast. I noticed a lot of difference from my previous phone (RN5 Pro) when it comes to paying using Paytm.The photos are coming really good.  Especially the photos that are shot in low light. The camera app itself suggests - based on the environment -when we should use the Wide landscape option.The only con is the unavailability of head phone jack. I wish OnePlus had provided the Type-C to 3.5mm adapter in the phone's package. Otherwise it costs ₹390 in Oneplus stores.Just go for it if you're looking for an upgrade. I trust you won't regret.,0,Amazing smartphone with awesome camera brilliant display and great battery life,5.0
Amicable, 11 November 2019,The display had a manufacturing defect and the company is not willing to support the customer while they are selling this experience ... Looks like the people whom they want to have this experience don't matter much to them ... Believe i made a mistake buying this phone ...,2,The display had a manufacturing defect,1.0
sachin, 27 February 2020,I am using one plus 7t from past 2 weeks and this phone is performing great. Pros and cons are listed below.Pros -1. performance2. design3. macro photos5. Primary camera4. fast charging5. No lag and graphics are good while playing games (COD and PubG)6. Oxygen OS7. In built screen recorder8. Display9. Camera Video ( supports 4k 1080p)9. Front Camera is also decent but not great10. speakers is decentCons -1. Battery backup is low if i use moderately (like watching videos for 2 hour  30 min of COD game play etc)  it lasts for 7 hours max but as it have fast charging we can manage it.2. Camera is not good in nightscape mode adding weird colors on photos3. not great when we take zoom photos i.e 2x,0,Best Phone under 40k,4.0
Annuj Sharma, 17 December 2019,I had buyed both model of ONEPLUS 7 & 7tSuperp speed with incredible charging....Battery backup is not upto the mark..Battery drain.......The stock OS in ONEPLUS7T is 27gb.Where oneplus 7 have 14Gb stock OS.If you want to buy 128 GB variant just think twice.,2,"ONEPLUS 7T ""Fast & Furious""",4.0
rodhika, 13 February 2020,Although i have heard a lot about the much hyped one plus series but i found it somehow disappointing; have experienced weird glitches with the phone that left me surprised . To name a few:1. My phone suddenly hanged and the power off  restart and other functions stopped working and i had to drain the battery to get it switched off and on again however it didn’t work ultimately i had to format and reset the phone entirely ; ended up losing quite some data.2. Another time i was watching a series on youtube and the phone heated up quite badly that i had to turn it off for it to cool down.3. The phone hangs sometimes.4. In another incident  the phone hung by itself and all the customised settings were turned off and there were weird malfunctioning tones on its own.I am unsatisfied with this phone as it was claimed to be so much but these weird glitches made it ‘Not so worthy’.I hope i get a revert from One-Plus  if at all the read the review,0,Not so worthy as it is hyped to be read full review for details,3.0
Pushpendra, 25 November 2019,Battery life is horrible  OnePlus didn't do anything to improve on that via s/w update.I think i feel cheated now they are selling the phone with applying all discount your are going to get around 33k. What the use of buying when customer buy on 1st sale ?Everyone should wait when there is more price drop .My Biggest let off is battery life and Amazon T&C cheated the customer as it doesn't have return policy and get back your money,One,All is Good except battery life about the phone.,2.0
Pankaj Bhatt, 8 June 2020,I wish my review will guide you in right way.This device is really fast . fingerprint reader is decent  face unlock is super fast  no lack while gaming and doing multitasking .This phone feels very smooth  you will definitely love its 90Hz screen refresh rate .Battery is decent not so great but the plus point is warp charge support  it  will charge your phone with lighting speed .Oxygen os is clean and very easily to customise.I found some lack in RAM management (it doesn't kill running apps quickly may be it has enough space to handle multiple apps) but later on OS updates will figure this out .Speakers are really great with Dolby Atmos .I have been using iPhone from last 3 years so if I compare color tones nd camera its not as good as iphone but decent enough to click good picture in night mode too .Overall if you never try you will never know  so just go and buy it becz in this range one plus 7T is best in android .,0,This phone is fast with brilliant sound quality.,4.0
ramakrishna reddy, 15 December 2019,The display and camera quality is amazing. Battery backup is also too good. And it took me 50 min to charge from 20%While watching hd movies giving superb theatrical experienceDolby digital sound is superbPROS:CAMERA - 4.8/5Display - 4.7/5Performance - 4.8/5Speed - 5/5Fingerprint reader 4.5/5Face unlock-4.9/5CONSNO Headset jackCamera design could be betterBattery life could be better its draining fast but with 30wt fast chargings it could be considerUploading some super macro photos shot with7tOver all experience is stunning better to buy op7t rather than op7t pro both are having mostly same specifications,0,Stunning experience with gaming and photos,4.0
Moinkhan, 11 June 2020,It's a BEAST in everything.Gaming performance is Awesome. Specially for PUBG I can play in HDR (Extreme) settings without a single LAG.Camera quality is Superb.Fingerprint reader is fast and accurate.Sound quality is nice.Screen is smooth like buttery flow. I just love it!Thank you Amazon and seller for on time delivery. I can trust the seller for another purchase from them 👍,One,OnePlus is BEAST in PERFORMANCE,5.0
Preeti, 23 January 2020,I heard about so much about OnePlus series phone and this time I decided to try OnePlus 7T. I do lot shopping with Amazon and I trust them but this time I was little bit worried bcoz I was paying such big about. But finally I received this in good condition and I am happy with my purchase 😊If I talk about mobile everything is good bcoz I am currently using it camera touch but the best part which I really like that is phone battery life. It's change so fast and once it's changed I don't need to change is again in my hole shift now I am not worried about it.,0,I am looking it 😍,5.0
sanjay thakur, 5 January 2020, Fingerprint scanner is not working. Mobile is just hanged in 2nd day of purchase.(3-jan-2020)After 7-8 days there is no replacementWorst experience I got by the@amazonIN. Your custmer care executive senior customer care services & delivery boy.Everyone messed my 10 important days.I will never ever forget that thing. Really bad experience.@amazon,One,Problem with Amazon services,1.0
Abyss, 2 January 2020,100% satisfaction with this phone thus far! Love the design the performance Oxygen OS it's a whole lot better than what my previous phone in Samsung was. Doesn't heat up at all never lags or hangs.With that being said it's early days I'm hoping it stands the test of time and it's only been about a month of usage but thus far I'm loving every second of it.Battery usage lasts for between 8 and half to 10 hours of screen on time usage and generally lasts for the 24 hours for a heavy user like me. Generally charges from nearly empty to a 100 in a little less than an hour. Charges to 90 in about 50 minutes and to 70 in little over half an hour.Not a huge camera user but from what I have used of it I'm satisfied with it. Phones like Pixel would obviously be better in that department but it wouldn't let you down. This is probably the only area where it's not flagship level. Otherwise it feels premium in almost every other way.,0,Best value for money phone out there in this price range. Flagship level in almost every way.,5.0
Azhar, 21 November 2019,Over all perfomance and the camera quality of the phone is unbeatable touch is super smooth and fast... Fingerprint reader is slightly sluggish when compared to other phones where sensors comes at the back of the phone and battery is kind of good  however this if for sure one of the best phones I've used so far ... Tough competetor for iPhone ... Elegant look ! Highly recommended,One,Power House,5.0
Sug_duker_390, 20 October 2019,First of all it's worth the price 🔥Camera quality is damn good 😍90hz display is dope 🔥For gaming purpose this mobile is perfect.💯PUBG and COD is butter smooth even in ultra graphics setting.❤️Battery life is good.Warp charge 3T is next level. 30 minz change and you are ready for one whole day of usage. 🔥And snapdragon 855 plus is super fast 🔥 no lags nothing.I would suggest one plus 7t over 7 pro and 7t pro..Coz those 2 are not worth the price..,0,"""The Best"" 💯",5.0
Vinay Prakash, 19 October 2019,I have upgraded from a One Plus 3t. This phone is really a perfect deal for this price. I have done enough research and was confused between 7t pro and this one but really happy with my decision of going with 7t.Battery though is not upto the expectations. Warp charge 30  adapter is provided in the box but all over the advertisement its 30t.,0,Value for money,5.0
Prabjeet Singh, 6 October 2019,The first question which strikes a common man is what makes this 38k phone different from other phones ranging under 20k. So I've been a Xiaomi user from starting. Under exchange offer I've exchanged Redmi 6 pro with this 7T. This phone has the uttermost best camera you could ever think off. Even in night it takes the best classy pics for you. The performace of this phone is amazing and is upto the mark. Overall you can also use it for vloging as I will be and it shoots the best video for you. Overall it serves all your purpose of GoPro cum DSLR.P.S: It serves the purpose. Individually GoPro and DSLR are better than 7T. But if you are looking for a complete pack in one go for 7T without any doubt.,0,Value for money,5.0
Stive brown , 23 January 2020,I am very disappointed by it Although this phone is good at allBut what I find bad is its proximity sensor . It goes on hold and dailed another number automatically while talking on call. Think if your angry boss is talking on other side and phone goes on hold automatically. It my second new replaced one plus 7T. I requested for refund but they assured  me that this problem will not be in new handset. Its my second day of using it. If the problem still goes for 3-4 for days . I will return it.,0,Phone is not good at this price . I am very disappointed by it.,3.0
prabhdeep singh, 24 June 2020,This phone is  having awesome and brilliant make qualityWriting this review after 20 days of usagePros1. Built quality is good having awesome glacier blue colour made with good finising in glass material.2. Screen resolution is too good at 90hz rate more clear than 2240 x 1080p coz i am having second mobile samsung A7 2018 with this resolution and it has much more resolution than oneplus5 and 5t.3. Sound quality of speakers is awesome it give u sound from both speakers. Speakers near charging point and speaker within receiver.4. Best for Macro shots with deeper details of image.5. Screen and running of apps is very much smoother no doubt about that its one plus brand with 855+processor.6. Camera quality far better Oppovivo Redmi of this segment phone coz i checked my friends phones camers in this price segment7. Playing games on 90hz is sharper and smoother8. WARP charger is too speed just in 20 mints  from 15 % to 85% amazingly fast.Cons1. On being delivery  apps and phone configraution  are not opening then i call amazon customer care for settings then it opens.2 On delivery of phone it needs to be update coz i can't take my normal video calls and after update i works fine.3. Phone is just bit heavier in this flagship ranger of other mobiles can't say too much just bit. If you looking for smoother working then this weight issue dosent matter i upgraded from one plus5 to oneplus 7t so i feel that much4. 3.5mm headphones audio jack point is missing there  and  also not having headphones in box.Rest if you are gamelover then this beast is for you coz running on 90hz dispaly resolution it will give u smoother experince.If u like my review do hit the like button,0,Nice and awesome phone love the beast,4.0
Rahul rajput, 2 October 2019,Great Features and nice look,5,Awesome Product,5.0
Ram Mokashi, 14 June 2020,Overall rating from my perspective is about 5 start after using this beast for whole one day.Below observations been observed as:1. Overall device come with mind boggling screen refresh rate of 90Hz and performance.2.  Battery can drain quickly if phone is being used with 90Hz refresh rate but can manage with battery optimization. But this problem effectively handled with WARP Charge 30 charger (believe me its FAST.)3. Oxygen OS is love. Come with no bloatware. Feels like stock android. Very FAST due to its best OS optimizations.4. Nice animations and customization to use.5. Display is also of good quality and has few options to set ambient display colors.6.  Speakers are of really flagship quality and its very loud and clear. No need to use headphones while watching movie or playing game. I think its because of there no HEADPHONE JACK and OnePlus has logically implemented this kind of speakers to compensate HEADPHONE JACK omission.7. Comes with SD-855+ processor. Obviously no need to discuss this point.8. Good camera (Could have been best but a big OKAY for me. But that camera bump I didn't like it at all).9. No issue with Bluetooth connectivity and Wi-Fi.10. Large and clear sound while calling. No call drops.11. Red Cable and OnePlus community is something to know whats going on with OnePlus (Specially I like these communities).12. I love unboxing feeling of OnePlus 7T. Loves those stickers and invitation card from Pete (CEO of OnePlus).13. Its TPU phone case is also of good quality and can be used for few months. It covers edges very well and camera bump as well. (If you can spent RS.1300 buck to get carbon case go for it.)14. Fingerprint scanner is insane fast and those animations comes in customization are quirky and looks something new.15. Face unlock is also insane quick. I tried it in light and low light it works so fast.,0,Nice product to buy even though one plus 8 is at door.,5.0
Shrijan Shetty, 31 May 2020,This is a phone that I would recommend even today over the OnePlus 8. The new model simply doesn't have enough features to warrant nearly 10000 extra apart from 5G(which is a few years from reality in india.ProsGood battery life(about 7&1/4 hrs with 90hz 8.5 hours with 60hz)Gear software basically stock android except with a few tweaks. Much better than the samsung I was using temporarily.Good quality display with small notch however the bottom bezel is a bit noticable.Great build quality however it's a bit heavyThe length is about a normal 5.5 inch display phone with normal bezels so you can imagine size as reaching the top corners of the phone to determine however it's a narrower display so not as wide.Speedy with bootup time of about 10 seconds and with 8gb ram it's really very nice in keeping apps in background. The OnePlus 8s processor is not much of an improvement and so this is better value.Speakers are very nice with two speakers the one in earpiece also works as speaker and it's quite loud have to keep at 70% volume.ConsCameras are not as good but I am not much of a photographer. The selfie camera is very good.OnePlus has fallen from their software update speed since the days of my OnePlus 3 and this phone has March security update as of end of May.Glass back so you have to keep this in a case to prevent breaking it. Display repairs are also expensive at about ₹12000So a pretty good phone for a good price at about 35000.,0,A nice phone with very little caveats,5.0
Amazon Customer, 29 February 2020,It has been a month since I bought One plus 7t... And I'm unsatisfied Right of the bat..  it seems the phone is very fragile and would not handle even a slight mishap.. which let's face it is unavoidable. I had Minor accident and dropped phone from a distance of 2 feet.. now of course this is not the first time I dropped I know the extent of damage it causes when you drop a phone and from what height I did not expect the damage to this level.. half the screen blacked out...dead pixels rendering the phone unusable within a matter of hour.. I should add that the phone was PROTECTED WITH CASE and guerilla glass... When I called OnePlus office for warranty/guarantee of course The damage was not covered bcoz it was an accident and not manufacturing defect.. so to have to put in additional 16000 rs to replace a month old screen seems very unfair... The welcome to OnePlus world is not really that great..,0,Very very fragile _ unsatisfied,1.0
Niyati , 7 October 2019,A true upgrade from Oneplus 7. Have been using it for 5 days and here are the pros and cons-Pros-+ 90 Hz display+ really fast charging in 30 mins it hits 70 %+ Oxygen OS having used Redmi phones this is much more smooth and definitely OS wise this feels more premium+ Macro mode is just great with really indepth close object clicking+ Gaming and Frantic mode - This has been there in other phones as well but is worth a mention+ No heat up issues till now - Played Asphalt 9 and COD for 3+ continously but didn't heat up+ Super fast face detection and fingerprint sensorCons- Image stabilization while clicking pictures was an issue sometimes- Battery lasts about 14 hours but with such fast charging its a non issue for me- The camera notch but it gets solved as most of us put cases- Colour options are only 2- No Memory card slot with very high resolution clicks your memory will get over very soon wpuld recommend you buy a 256 gb one for 2k more and not make the mistake I did- Earphones not included in the box. While I don't have much of a problem with removal of the 3.5 mm jack it should at least be compensated with USB C or bluetooth headphonesFinally the cons are not many and pros really outweigh them.Final rating - 4.5Verdict - Go for it at 38k its a steal,0,Almost as good as 7 pro at a much lesser price,5.0
Kiran G, 16 December 2019,"I bought this phone a month back with lot of expectations and enthusiasm since I already owned OnePlus 3 and was very happy with the phone. But all that enthusiasm and expectations died down within 3 weeks since my screen got damaged in an unusual way. The phone offers 90Hz Refresh rate with a very good display but at the cost of a risky design. I see this as a design / manufacturing issue which one plus is not ready to accept.The worst part is the Customer Support team and Servify (One Plus Care team) teams who are very unprofessional and change their stance every minute. I was initially told that the screen will be replaced since it was just 3 weeks after purchase. Later I was told to purchase a 1 year Accidental protection plan which I did at additional cost. After purchasing this plan they said I will not be covered for various reasons and the plan will be no more valid. I had to wait for one week with multiple calls and then shell out 12000/- Rs from my pocket to get the screen replaced. The Ad says Screen Protection (Pre-filled)...god only knows what this means. I am duped really with the worst customer service team of One plus.Yes while the phone is very attractive with lot of great features...do not forget the quote ""All that glitters is not Gold"". Keep this in mind before you shell out 35+ k to buy this phone.My only hope now is Amazon since I have reported the issue to them and hope they will do something to reduce the pain I went through.",0,BEWARE - Oneplus 7T has a very Sensitive Screen and WORST Customer Support and Servify Team,1.0
Prachet S., 5 October 2019,The phone is an absolute pleasure in your hands. The look is splendid.  Silver Matt back finish with mirror finish on the curves gives the classy looks it deserves. Have been using it since the last 4 days and here is a quick analysis:1. Processor is really fast. You can easily notice it as you flip between the apps2. Face recognition is super quick. At times before u even manage to put ya thumb for finger scanning the phone gets unlocked. Face recognition even in low lights is pretty impressive.3. The camera precision is brilliant. One can take stunning pics and with portrait mode on the selfie too makes it even better. Have not tested long distance and night pics so cannot comment on that as of now.4. Game mode is really cool if you are a gaming person which I am.5. The display is really bright and vibrant. You can easily feel the difference from the earlier phone that you were using6. Battery life is really excellent. I spend a lot of time on calls during office hrs and game while free time. But the battery really fights out time easily. Also the quick charge is super awesome. It barely takes like an hour for 100% battery. Just plug in for 15 mins and you can easily charge the battery good 40%.7. The phone comes with a soft transparent case so you need not bother with the drops.8. Loads of inbuilt features that will only add to the delight once you start exploring them.Bad pointJust that the charging cable is round instead of the flat cable which is not that simple to twirl and lock. Flat cable was a lot simpler. Also the cable length is standard1 mtr. I would have preferred if they gave 3 mts.,0,Absolute delight to hold in your hand,5.0
Amaldas, 9 November 2019,Just 2 weeks... The OnePlus has taken moments of life to another level. Yes there are Battery and Heating issues but still it does the job.Battery issue: it can be sorterd out by charging phone in off condition and allow it to drain upto 3% switch off the phone and charge fully. Repeat the same for 4-5 times. Battery backup will improve.Pro Camera does the job amazing picture quality. Front Camera also good and Nightscape mode is fantastic.,One,Amazing OnePlus,5.0
Pranay Leo, 29 October 2019,I dont know whether the issue with the seller or mobile but as per reviews it seems awesome but however amazon did bad this time delivering iteam that having issues with...now after  4 days...i have to restore factory ettimg and erase all datas to replace...very disappointed..as becoz..1. Battrey- from 9 o clock morning it last till 9 o clock night....you need yo charge in btwn to gain more use2. Camera not appropriate but still managed.3. Little poor when baterry sinks to low power mode4. Little Heats up in regular use...,0,Dissapointed purchase,3.0
Vishal Chaudhary, 11 October 2019,Macro mode in camera is amazing!! And 90 hz refresh rate makes it lightening quick.Bluetooth has some major issues that OnePlus has not resolved yet. Can't connect to car infotainment system or my smartwatch which is very disappointing. Hope this gets resolved soon!!,2,Great camera but Bluetooth doesn't work,2.0
Hachiko, 5 June 2020,There are phones with better or similar features in this price range. However oneplus 7T is the most balanced phone you can buy in range of 30-35 k. The only downside would be the battery which drains out little fast on heavy use but the wap fast charge compensate by charging it fast very fast. Befoe this I had Iphone7 and believe me the OS experience is awesome I am really impressed. Camera is good except some color issue due to over processing. If you use Gcam that would solve your problem. Some sample shots attached.,0,Best All Rounder in this mid range segment,5.0
Kindle Customer, 10 July 2020,A nice product to invest your money. Everything awesome. Mainly I bought it for Snapdragon 855+ processor. There is no lag when I play in PUBG and 90 HZ display is one of the key features for gamers. Fnatic mode is a very good feature for gamers. The camera quality is wonderful. I was redmi user. When I switched tp One plusI can feel the difference. The battery is the main issue. 3800 mah is not enough. But we have the 30W warp charger support to fulfill that problem. I really amazed at how this mobile charges my phone from 0 to 100% within 1 hour.  Why oneplus does not provide connector in the box.There is no 3.5mm jack in this mobile. SO we need type C to 3.5mm jack adapter for use your wired headphones. Audio quality wise it is really nice one. Dual speakers with stunning sound quality. Currenlty I am playing PUBG without headphones only. You can feel the sound difference. Sound is the important factor in PUBG. Better puchase adapter from Oneplus store Lockdown time we can't get it. Limited places only they selling their products. Dsiplay quality is amazing. 6.55 inch Fluid AMOLED display. Mainly I bought this phone for processor and display only. Amazing quality. For PUBG players gyroscope works better There is latency time ! That's all.,0,One of the best android flagship killer in 2020,5.0
Bala Mr, 4 October 2019,Pros:# Sleek and Stylish in Design# Amazing display and great performance# Awesome sound clarity with Dolby Atmos speakers.# Camera clarity is absolutely amazing. The images are pretty cool and lively.# Oxygen OS is a big plus with the latest Android 10.# Charging speed is insane with warp charging 30. In less than 40 to 45 mins it will hit 0% to 100%# 90 Hz refresh is lightning fast and smooth.# Pretty good in-display fingerprint sensor.# Needless to say this is the best phone for PUBG COD and other high-end games.Cons:# Battery backup might let you down with 3800 mAH battery it lasts only 15 to 18 hours with moderate usage. If you play games expect it to drain sooner.# No headset in the box which could be a disappointment for the first time OnePlus users.# And this phone have USB type C port for earphones which is not quite uncommon though.Having these minor hiccups hands down this is certainly the best premium phone in the market at this price range. Undoubtedly 5 out of 5 from me.,0,Best in the Market!! Loved it!! 👆,5.0
ARUN KUMAR D, 13 October 2019,"Firstly I welcome myself to One plus family and welcome you all to the family too ( to whomever buys it)..Well the phone is just the best in class as on date..Really worth for money..Everything in it are damn new.  Snapdragon 855""+"" chip set.. All new 90hz display. Wide screen. Etc etcCamera quality well the images do come original when compared to other ones especially the all new developed macro mode. Super cool. But I still find a room for improvisation here & there.Hmm to say about battery.. that's where I can say one plus should have improved a bit. It's like we all have good fruits in hand but unfortunately the fridge isn't working properly 😁😁 something like that..3.8k mAh battery do support you as a nominal use but I say if we are into  games or internet (heavy usage) it starts draining.For a normal usage it dies to 1.5. Days but as I said before the company could have improved..Wrap charging does the work rapidly so doesn't stall you from anything..In short.. just dont overthink just go for it.#One plus 7T series...",0,Super cool 😍 one plus 7T .. wow 🤩,5.0
Amazon Customer, 20 October 2019,Been using this for a while and im fully satisfied with the camera.Beyond expectations...# i wont suggest using the face id as it has a major glitch.# The phone can be opened with a good photo of you.# Fingerprint sensor is good and fast.# The high refresh rates are visible clearly while use and in gaming.# preapplied screen guard is not of good quality and scratches comes fairly quickly.# case available with the phone is genuinely good quality and fit and finish is perfect.# dust seems to get to the back of the phone through speaker hole gap in case so cleaning once in a while is a good idea.# unlimited customisability is the best part of the phone.# battery is good but since i am a heavy user i found out that it wont last a day.# warp charging is perfect but i think it is getting slower over time. Do check this# no heating issue at all# Dolby sound is better than expected# haptic motor gives good and premium outputOther than that just go for it and enjoy,0,Overall package review with necessary info for daily users and heavy users.,5.0
Koshy, 29 December 2019,Fingerprint reader is great. Sometimes it doesn't work...Camera quality is amazing...pictures look great. Battery life is good now..charges very fast..warp..The one thing I didn't pay attention was the back glass...in 25 days it fell from my hand and the back glass broke. What a bummer...,0,Great phone...,5.0
Shobhit, 20 May 2020,I having issue with fingerprint and doubletap is not working and also the motion sensor is not perfectly I think this is OnePlus and if I have to face these types of issue with the OnePlus then why shoul I chose OnePlus they are many more cheap option..................... i placed a replacement request but the request is not completed Yet.......... I think Amazon is  not able to give proper services NOW........worst experience iam waiting from last 15 days for the replacement but not done yet and infact iam nota able to connect with customer service ..... I think I am not going to use Amazon in future ....#Theworstexperience,0,OnePlus bug's,1.0
Rahul Unde , 6 July 2020,The phone is overall good no doubt.But the phone they sent me was a defective piece.It has some green tint issues on the displayWhen the brightness is 10-40% the downside of the display gets this green hue and it looks green and dull while watching netflix and playing anything.Also there is this black crush issues too.Until I found this the return period was finished and now i don't know how to resolve.,One,Improper Defective Display,1.0
samridh shah, 6 July 2020,Purchased 7T in May 2020.....AFTER ONE MONTH OF HEAVY USAGE....Though 8 was launched too but after going through all the Comparison videos in YouTube I find 7T better than 8 in Many Ways.Guys 5G comes with Question Mark !!!!And Curved Display more tends to break for a guy like me. So I felt 10K as a waste for me. Both has 90Hz Display. No Camera Changes.Coming to Phone. ( Top Priority )Pros :-1. Display 90Hz You will never go back to 60Hz.2. UI :- User Friendly Amazing3. Heptic Feedback - Awesome4. Sound :- Loud and Crisp and Clear.5. Camera :- True Colors.6. PubG :- HDR on Basic gives 6 Hours of complete playback.7. Fast Charging :- Day Safer. 71% in 30 Mins. ( Self Tested )Cons :-3800 Mah Battery isn't sufficient it could have been 4050 at least.,0,BETTER THAN One Plus 8 ON YOUR BUDGET,5.0
Amazon Customer, 16 January 2020,I got this phone on the 2nd of Jan-2020. However I started using it only since 12th Jan-2020 since I was travelling to another country. On the 2nd day of usage itself the phone all of a sudden became dead( just a while it had around 30% battery so it wasnt a off due to battery). Tried to re-start even connected the charger for around 40 minutes however there was no activity on the phone( no LEDs and the phone wasn't booting up even no messages). After many tries I kept the phone as it is. I did some research and found many users complaining about similar issues( seems some issue with the phone motherboard). On the next day tried to power on and then it gave a message that the phone was too low on battery. After charging  it then booted up. So am gravely worried if this issue comes up again(looks like some internal phone issue) on such a premium phone. I am keeping my fingers crossed for now.  I was hoping for a better experience from a OnePlus phone but my initial experience isnt GOOD. Since I am out of town I didnt explore the option to returning the phone back. Hoping to hear from Oneplus about this issue and my future course of action if such an issue occurs again.,0,Phone suddenly became dead,3.0
Kavan, 22 February 2020,I've been using the phone for a month and half now and my experience has been great. I'll list below the few pros and cons that I found while using the phone. I used to have second thoughts about buy a notched phone cus I thought the notch would annoy me but after getting this phone I hardly notice the notch thanks to the amoled and deep blacks in a dark room the notch is completely invisible.Pros1. 90hz amoled display is amazing once you go 90hz there's no turning back to 60hz2. The phone weight is distributed equally and hence its comfortable for one had use for a long period of time3. The stereo speaker setup is better than expected4. RAM boost technology actually works well I see the apps I use often open up faster.5. Not much of a camera user but the sample pics I've taken have come out well6. Fingerprint reader is fast takes longer to unlock after a bath wrinkly fingersCons.1. 3.5mm to C converter not provided in the box2. The battery capacity could have been increased although using it in 60hz gives better battery life. But I don't think anyone is gonna do that :),0,Worthy purchase,5.0
Pravingupta, 6 October 2019,Look vise phone is good...camera is also good...working also fast.The main disadvantages is battery....is poorIf u are aheavy user ..than battery is not good last only 10 hrs backup...but thanks to  warp 30 charger it charge mobile 0 to 100 in just 40 minCharging speed is very good 5 out of 5 for charger..Price is high for this phone...27k is enough for the phone.,One,After using  of 5 days,4.0
Amazon Customer, 23 May 2020,The one plus 7t which I ordered arrived yesterday the phone does not start it's always on the reboot fastboot ver 2 option I have tried everything even called Amazon and OnePlus nothing is working you must check the product before selling please. I am returning the product and buying it again please check that it is fully functioning. This type of service wasn't expected from darshita electronics and Amazon,One,Phone not working,1.0
Nilesh Mahendra Desai, 16 November 2019,"They say ""good things come in small packages"" and most rightly so this product does full justice to this adage.1. Resolution and Screen Quality is top notch.2. Fingerrprint Reader is awesome and extremely responsive and fast3. Camera Quality is one of the bestin the One Plus line up. Macro mode is an icing on the cake4. 90Hz Display is not a feature but an experience which you will only feel once you use the app drawer  and the OS5. Oxygen OS -android 10 -out of the box with regular updates .6. No lags  No stutters.7. Awesome RAM management and fluid app switches.8. Ergonomics of the phone has been improved as compared to 79. OK Battery backup. Nothing great but charging is super fast10. WARP CHARGE 30T technology which juices up the phone is less than an hour.11. Loud stereo sound and perfect for audiophiles12.Type C usb and 256 gb internal storage.13. The back panel is smoother than a baby's bum.CONS_1. Hideous camera design. This is subjective though. They could have kept a horizontal or vertical module. But i got no complaints since i got used to it and the camera quality is quite a stunner. Please dont expect IPHONE results - each brand has its own strengths and weaknesses.2. This phone is perfect for gaming as well but then you would have to put it on charge because the battery backup isnt like the ROG series. But i aint a gamer so i dont care.3. No headphone jack. Type C usb  so only one charging port to be shared with type c earphones. Additonal kharcha if u dont own one.4.FHD+ AND NOT QHD PANEL - WHY ONE PLUS WHY?5. Gorilla Glass 5 and not 6 - this is sheer cost cutting.All in all - if i dont nitpick  i am very satisfied with this device. Its a beast and a perfect phone for mid to heav usage. This phone has removed all the flaws of its predecessors esp the large notch of the one plus 7 and stupid depth sensor and one additonal camera.GO FOR IT BLINDLY.A",0,Beautiful Baby. 7T -,5.0
Amazon_Shri, 24 June 2020,"My husband had been using Op6 8GB which he'd purchased on May'2018. He's mainly a moderate user mainly calls emails trading etc. Is his usage and he was very happy with the phone. Die tonrecent flashes in the screen we wanted tonreplace this with a flagship Qualcomm phone. Though op8 was on sale apart from snap 856/855+ there hardly seemed to be any upgrade on the op8. He is in love with the Op UI and hence he wanted a OP device only.....finally decided to get op7T.....great phone. Everything is good....it's an upgrade if you're using Op6/6T.....it's smoother...haptic feedback is great....camera is better.....only 1 con : size wise what about a 6"" screen size.....",0,Great phone / Replaced OP6 with OP7T,5.0
Farhas H., 13 June 2020,best phone under 40k there is no better brand and in my opinion 7T for 38k is much better than 8 for 50k (256gb). The phone is just amazing it has everything you will ever need in a phone (except for wireless charging which i dont use). Good seller and fast delivery also 👍,2,Amazing No complaints about phone seller delivery agent or amything else,5.0
Rohit Sunil, 30 June 2020,Value for money... Oxygen os and SD855+ together gives a butter like smooth experienceIf u have budge go for it.. and dont go for realme x3.. if u r having low budget ... Then yes go for realme x3,2,OnePlus is always oneplus (NEVER SETTLE),5.0
Anshul Mishra, 9 June 2020,Likes-:1.Built...gives a premium feel2.Screen is top notch.. add to that 90Hz refresh rate3.Great processor...Beast in performance4. Good stereo soundDislikes:-1.Better Battery (atleast 4000 plus mAh) wud have been better2.Camera still needs to go a long in terms of performance.Although specs are there but the software doesn't really go well together,One,A beast of a phone...clean android OS... great performance overall....a good buy in the long run,5.0
Gurdeep, 3 March 2020,Okay okay . I am using one plus devices from last so many years. I had used OnePlus 1 X 2 3 3T 5 6 & 7T however I am extremely disappointed with the 7T. Camera quality is poor and the price (40k) which I had pay for 8GB 256GB variant. Doesn't justify it. As of today's I don't recommend any one to go for a OnePlus devices anymore.1+devices are not worthed anymore. It's better to for a flagship devices or go for other brands cheap mobile but no more 1+,0,Used to be a flagship killer but worthed anymore,3.0
Amazon Customer, 30 October 2019,Not value for money phone!!We heard lot about One plus brand so thought of replacing I phone X with this. Expectations were definitely high!!Phone doesn’t have image stabiliser so no point in providing high res camera. Sound quality is pathetic. It will ruin your music listening abilities.If some one wants to spend 40k then one should definitely look out for I phone x.,One,Total No No on spending 40 k on such quality phone!!,2.0
